"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9251","Signup with CSV data","chromium","2026-06-12","passed","2026-06-12","","AutomationE2E.spec.ts","",""
